"",nextYR_PRICE_VAR,Class,Year,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Operating Income,Interest Expense,Earnings before Tax,Income Tax Expense,Net Income - Non-Controlling int,Net Income - Discontinued ops,Net Income,Preferred Dividends,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Tax assets,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,Net Cash/Marketcap,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,ebitperRevenue,ebtperEBIT,niperEBT,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,eBTperEBIT,eBITperRevenue,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,daysOfPayablesOutstanding,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,dividendPayoutRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Interest Debt per Share,Market Cap,Enterprise Value,PE ratio,Price to Sales Ratio,POCF ratio,PFCF ratio,PB ratio,PTB ratio,EV to Sales,Enterprise Value over EBITDA,EV to Operating cash flow,EV to Free cash flow,Earnings Yield,Free Cash Flow Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,SG&A to Revenue,R&D to Revenue,Intangibles to Total Assets,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,Graham Number,ROIC,Return on Tangible Assets,Graham Net-Net,Working Capital,Tangible Asset Value,Net Current Asset Value,Invested Capital,Average Receivables,Average Payables,Average Inventory,Days Sales Outstanding,Days Payables Outstanding,Days of Inventory on Hand,Receivables Turnover,Payables Turnover,Inventory Turnover,ROE,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth
min,-92.47542268,0,2014,1810437,-0.835,0,-11232000,0,0,-935700000,-3.131e+09,-1.26e+08,4000,-1.4708e+10,-8.62e+08,-15914500000,4000,-3448000,-47010000,-9.55,-9.55,615988,660925,0,-0.0759,0.006,0.0014,-0.629,-1.3746,835224,276048,-67258000,0,0,0,0,0,0,0,987000,19088,0,0,0,502951,5056830,0,2352,13000,0,2352,0,0,0,0,1801873,-2.9607e+10,-2.2841e+10,13607,-17000,-6.7846e+10,-5.2293e+10,-2.554e+09,0,-1.37e+08,30066,-2.9504e+10,-4.1711e+10,-4.4417e+10,-6.3145e+10,-1.0201e+10,-7.2069e+10,-1.3798e+10,-8.7876e+10,-1.192e+09,-4.5532e+10,-1.0048e+10,-45.7054,0.0136,0,0.0035,0,0,0.0238,0.023805417879807,0.161547001,0.0035162035939053,0,0.438453628,0.010221304,0.0014254380702352,0.000215366,0.00217543,-0.075892917,1,-7.665004085,4.66e-06,-844.5555556,-282.6203,0,-0.8845,0.00217543,0.000215366,0.0014254380702352,-10.6738,0,0.06768881,0.037259931,0.168,0.036678779,0,-915.8698,0,0,0,0,0,2.08e-05,-1779.8692,0.002479685,1.014496793,0.0021,-26.936,0,-115.333,0.000276182,-19.55759576,0.002479685,0.00720236,0.048643821,0.048643821,0,0.0887,1e-04,0.0021,-26.936,0,0.003,0.197,0.0035,1e-04,869207.24,-153962610,0,0.0035,0.0238,0,0.0136,0,-1.2841,0,-2.6514,-7850.0443,-0.8025,-2.7803,0,0,-14.8958,0.168,-1779.8692,-130,0,-115.333,0,0,0,3e-04,1e-04,-90.7526,-0.0613,0,-0.8845,-282.6203,-20.1032,-1.8857e+10,3942816,-2.86553e+11,-636164000,0,0,0,0,0,-915.8698,0,-10.6738,0,0,-143.5223,-1.0607,-0.9575,-15.1273,-2.7615,-5.3281,-5.3281,-0.2627,-0.6153,-1,-0.9896,-642,-0.605,-0.8435,-0.5742,-0.6604,-0.7771,-0.7902,-0.6873,-0.8215,-0.8592,-0.6419,-0.8639,-0.8699,-1,-1,-1,-1,-1,-0.7893,-0.982,-0.9996,-1,-0.9264
max,1041.666647,1,2018,5.00343e+11,3.5019,3.73396e+11,1.26947e+11,1.4726e+10,1.0651e+11,1.0651e+11,7.123e+10,7.957e+09,7.2903e+10,1.9903e+10,2.331e+09,3.729e+09,5.9531e+10,5.98e+08,5.9531e+10,311.44,311.44,8260411967,8.299e+09,68.179,1,39.2,39.0594,41.397,32.6164,8.3806e+10,7.2903e+10,5.9531e+10,39.1527,41.3967,1.33768e+11,5.8784e+10,1.33768e+11,1.21092e+11,6.2567e+10,1.69662e+11,2.5263e+11,2.93128e+11,1.94714e+11,1.1509e+10,4.80437e+11,5.31864e+11,5.5888e+10,5.3493e+10,1.15929e+11,1.6625e+11,1.76505e+11,5.0676e+10,6.2207e+10,6.3955e+10,2.7356e+11,3.3798e+11,7.017e+09,4.21653e+11,1.91794e+11,2.48606e+11,1.71301e+11,6.3867e+10,6.5484e+10,2.843e+10,5.34e+09,8.1266e+10,-19088,32603300000,3.0845e+10,24333300000,3.6452e+10,4.607e+09,0,33367300000,9.37e+08,4.4997e+10,6.9778e+10,3.0205,551.2952,2621.0079,34.9529,6570,6100.5675,1250.9793,1248.024484,100419.288,34.72062593,2.87844063,160.61821660327,1846.587123,39.05941273,1.809717214,845.5555556,1,1,0.93213797,41.39667163,3.975325755,83.7857,44.1163,10.9396,845.5555556,1.809717214,39.05941273,608.5995,1853.8751,19046.70968,10.27513228,74.697,75.92307692,64.6123628,0,2610.2789,320.6754,0.863,637.2299,0.99842528735632,0.99843316654753,8101.0484,5903.169014,912.38822992701,364.7858,277.647,123.2842,84,32.63496106,1.4643421,5903.169014,117792.6667,3855.75,3221.019353,77,5492.8503,311.4284,364.7858,277.647,123.2842,2902.055,4388.535,2902.0546,595.4466,1097648982760,1145830982760,6570,34.9529,1250.9793,6100.5675,551.2952,2621.0079,33.7162,143.3219,1644.0816,6976.69,5.6962,41.9905,637.2299,0.863,22.678,74.697,8101.0484,17675.5,1.7482,84,6.1698,2.4932,0.8754,20.5576,1.9857,0,0.4275,4043.3923,10.9396,83.7857,18.4062,1.11174e+11,3.75319e+11,6.2984e+10,3.69896e+11,120041500000,5.0065e+10,61977500000,2610.2789,320.6754,0,5911.5,608.5995,1853.8751,44.1163,-1e-04,22.5246,2367.4231,604.5,3159,276,272,2.7848,7.312,372.5714,131.25,162.7211,1.0437,4.0818,1.7478,0.7152,2.8192,5.385,0.8477,2.5874,13.1431,0.757,1.9901,3.6703,0.9128,2.9811,5.4005,62.7745,11.3728,6.1059,119.6667,1051.3766,2.8938,4.3511
mean,10.8929509886776,0.617015013246983,2016.21165734472,10028541689.4888,0.0898596114218428,6474937777.76302,3551607797.50799,223411089.035903,1649189722.52235,2308700030.61548,1242213273.27046,147134467.182004,1145655519.53218,258585394.888195,11396926.1847436,-17777575.2537533,888925271.983213,2094387.55780156,883104458.802214,3.34381083308802,3.29690432734766,265637856.393759,265705685.185444,0.957563232263762,0.391454194877833,0.208239858698852,0.149027023844569,0.103336914924934,0.0871064468648808,1826179779.9989,1291870297.96773,900399685.951148,0.127610038269061,0.104107035619664,978736129.675946,604857163.639977,1583590664.52581,1369208369.72236,791939015.818864,4098079813.39043,4421003943.96422,3824644612.3139,775094717.789932,137744396.589072,9990637762.00544,14100253425.0916,1116206763.5772,629560817.696876,3016533246.88004,3855486885.6711,4480779257.02113,256045667.863703,891609933.612054,88415500.6841331,6027996203.89987,9051336091.16672,-468155072.638645,4513660503.86405,4933452526.76091,1380256344.77992,2892220236.80126,353950188.806132,1269788739.19974,534849886.293576,60026117.5089785,1475247737.71396,-606234978.339987,-333301006.514196,-54146122.1282629,-1000749503.37243,329308912.099561,-377354096.910746,-364243497.614471,-451268721.86656,-8688974.72349411,15611257.0823428,867827565.279981,-0.289351516043568,4.99397795113335,11.4307130114807,1.97742181336473,35.1889906976744,30.7943841330586,16.8915246688254,16.3694595246185,68.3870873454955,1.90760328777885,0.0198045022589806,13.0129024747744,5.37025005013367,0.149113234398205,0.824423728868272,1.13217371600504,0.39171408168904,1,0.127003552288888,0.104077924104737,-0.12953123506034,0.125598380924345,0.247316485133942,0.100409096261407,1.13217371600504,0.824423728868272,0.149113234398205,5.42825743302914,25.739204062408,16.2488585293289,1.0220440324003,2.01550306152487,1.37735612231092,0.544153335204458,-62.1974566087725,57.1067403885782,33.7187461878128,0.278233058581101,1.54021159846924,0.366397430376575,0.398301688264116,27.9556834854283,7.51357411346403,4.04359432948581,5.43122828966735,2.85754047689137,3.96400903738593,0.476070473947601,0.163210226363342,0.450279320674763,7.51357411346403,191.279801199266,8.44245543974331,5.44740957875088,0.4563876259172,56.9042112746541,3.31090038269061,5.43122828966735,2.85754047689137,3.96400903738593,23.9009214895496,45.2861793347071,23.9578948189579,17.7287843979982,16935403238.7318,19840421732.0658,35.1889906976744,1.97742181336473,16.8915246688254,30.7943841330586,4.99397795113335,11.4307130114807,2.32330830144245,11.9443314983809,20.1278071828084,13.3590398292611,0.0621870768324993,0.0635558139534884,1.54021159846924,0.278233058581101,1.5848531939947,2.01550306152487,27.9556834854283,8.9441325287018,0.0192449808654695,0.476070473947601,0.197492287312334,0.0228143361789815,0.256907300559317,0.551786929643803,0.0760040035325287,-1.21046764792464,0.00897639093317633,39.8004175448926,0.100409096261407,0.125598380924345,-0.306245363556079,1087956623.96379,10274623331.4397,-4954872334.59071,10754368097.0021,1333925751.18967,1079693532.86204,773330482.58375,57.1067403885782,33.7187461878128,-62.1974566087725,19.1629554018251,5.42825743302914,25.739204062408,0.247316485133942,-2.48806146599941,0.138216426258463,2.3776021783927,1.03388575213424,2.82329440682956,1.32742131292317,1.28911221666176,0.00837842213717986,0.0136601413011481,0.277270209007948,0.576300323815131,0.391008949072711,0.0529520459228731,0.0617302031204004,0.060442949661466,0.0670040035325287,0.0780125404768914,0.0994042979099205,0.0537901383573742,0.0815336178981454,0.100503355902267,0.0600000294377392,0.0682198999116868,0.0797621725051516,0.0102242272593465,0.0414182513982926,0.0474550780100088,0.136865587282897,0.0745526052399176,0.116280777156314,0.225296261407124,1.81694559905799,0.0277738004121284,0.074865646158375
var,1502.75372505652,0.236377070740378,1.89187820057398,8.39294736355201e+20,0.0424977582446075,4.54184264677318e+20,99290344940865500000,1328091207381680000,29021406926240900000,47678510668591800000,14486994899606600000,148777826813677000,13791734612377900000,1377486906287310000,4587853867459800,117945981080357000,8553733367469890000,496535948627881,8495098328165520000,111.201996265731,110.788199140809,514771044790329000,520080547073031000,4.86050342148343,0.0453983293853719,0.471935332603985,0.460823383156423,0.514441637782941,0.326722689342996,2.7494258466041e+19,15123199686664600000,8666125251520540000,0.460820346957507,0.514357813428106,24427338165385400000,15927501747802800000,49589895415704600000,25551803002784100000,7703740380343800000,1.33369201165374e+20,2.03974777098528e+20,1.70764330327319e+20,48230074484686300000,396714833816275000,7.31754934278853e+20,1.25109017515232e+21,13733346927752200000,7976109310852540000,72320400774370200000,1.01643979519392e+20,1.42567291531805e+20,4008354809013410000,12006634000426200000,3058029236617100000,2.70213840487908e+20,5.47519522623178e+20,3610384299008150000,3.17992920388558e+20,1.82958921969874e+20,85342721404519200000,99087089396118500000,9425959331107210000,17543385553227700000,2879395656845940000,68914131728082900,20384082664728700000,3228676024372290000,4027753185706450000,3062505802414660000,12419305952883400000,4356856794557740000,4574560074119700000,1496777146482830000,10421101135869200000,4385751300326130,2771976805310510000,10780120824363600000,0.97878301017806,426.572425150076,5854.90177579526,4.22364595013358,22988.8131559731,15435.1966490039,1933.17996344016,1927.01546240609,3010324.8008465,4.03394909357076,0.00495920934398515,71.0143150959861,1410.91048883234,0.460866694414346,0.0317817178846927,212.455252022441,0.0453895431724962,0,0.0284327799567167,0.51435792632921,212.463424104956,28.1697522189815,1.40469847987539,0.0461898878765976,212.455252022441,0.0317817178846927,0.460866694414346,257.967718625137,6846.20982714776,107264.401597811,0.638160127040901,3.46963508908368,4.52862049332213,1.80734174381107,5032.83862628134,3971.97984888035,813.132493143358,0.0255400482148178,139.150416527262,0.0503691082224648,0.0481306812984051,42128.2598687504,16298.824614784,374.561987769304,142.71491232283,78.3073836211438,49.962209243284,10.2875823757563,0.325823894021254,0.757819614108897,16298.824614784,8333765.14280634,10351.6296344682,5957.73859053281,5.00235410541579,35314.4693989978,91.6573015818461,142.71491232283,78.3073836211438,49.962209243284,8544.69395120252,19492.9326017034,8546.73426971631,783.740264789639,2.56305461010077e+21,2.95344013540381e+21,22988.8131559731,4.22364595013358,1933.17996344016,15435.1966490039,426.572425150076,5854.90177579526,4.98145844069667,59.8179262799322,3235.08082534967,63888.9814933072,0.0211576207605044,0.534454743686005,139.150416527262,0.0255400482148178,5.83952880522905,3.46963508908368,42128.2598687504,94182.6369592503,0.00330885940133208,10.2875823757563,0.0324255313185888,0.00480321499170438,0.049146752808877,0.789013984776112,0.0147329155787844,4.63746836107612,0.0002268412681251,18641.4243780378,0.0461898878765976,28.1697522189815,0.656508717008091,30041899144151600000,7.59244165073724e+20,2.56481746931008e+20,8.35030165154143e+20,24031490818369800000,12559101880086200000,7315684527558880000,3971.97984888035,813.132493143358,5032.83862628134,24045.0892553629,257.967718625137,6846.20982714776,1.40469847987539,24.7188018219688,0.343144727297825,3008.31302206889,160.862861709444,3298.0931483496,93.785351474899,86.0641251140998,0.00796036603897016,0.0277748852364936,43.6327181239179,15.3877540858038,264.634481622888,0.00812237455190837,0.014272351914358,0.0142798354133228,0.0100102718685371,0.0285971440711943,0.0748268667541963,0.0125968207478313,0.0468484018435913,0.17988169961771,0.00880280435512281,0.018450500045573,0.0408171668637123,0.0408945554758824,0.0439208403676129,0.0701687427222922,1.7155522364332,0.153068546987469,0.0992434555756032,6.40728478961794,789.098729379678,0.0257389605206822,0.0347365772087476
